"Awarding Organisation","Title","Qualification Number","Status","Type","Level","Sector Subject Area","Included in performance tables","Certificates"
"Scottish Qualifications Authority trading as SQA","SQA Level 2 Diploma In Thermal Insulation","603/2591/4","Available to learners","Occupational Qualification","Level 2","Construction, Planning and the Built Environment","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 2 Award for Personal Licence Holders","603/2596/3","Available to learners","Occupational Qualification","Level 2","Retail and Commercial Enterprise","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 2 NVQ Certificate in Roadbuilding and Maintenance (Construction)","603/2936/1","Available to learners","Occupational Qualification","Level 2","Construction, Planning and the Built Environment","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 2 NVQ Diploma in Accessing Operations and Rigging (Construction)","603/2943/9","Available to learners","Occupational Qualification","Level 2","Construction, Planning and the Built Environment","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 2 NVQ Diploma in Interior Systems (Construction) ","603/2945/2","Available to learners","Occupational Qualification","Level 2","Construction, Planning and the Built Environment","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 2 NVQ Diploma in Demolition (Construction)","603/2946/4","Available to learners","Occupational Qualification","Level 2","Construction, Planning and the Built Environment","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 3 Diploma in Jewellery Design and Manufacturing","603/2947/6","Available to learners","Occupational Qualification","Level 3","Engineering and Manufacturing Technologies","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 2 NVQ Diploma in Wood Machining (Construction/Sawmilling Extrusion)","603/3165/3","Available to learners","Occupational Qualification","Level 2","Construction, Planning and the Built Environment","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 2 NVQ Diploma in Insulation and Building Treatments (Construction)","603/3167/7","Available to learners","Occupational Qualification","Level 2","Construction, Planning and the Built Environment","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 2 NVQ Certificate in Wall and Floor Tiling ","603/3171/9","Available to learners","Occupational Qualification","Level 2","Construction, Planning and the Built Environment","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 2 NVQ Diploma in Innovative/Modern Methods of Construction (Construction)","603/3174/4","Available to learners","Occupational Qualification","Level 2","Construction, Planning and the Built Environment","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 2 NVQ Certificate in Fitted Interiors (Construction)","603/3177/X","Available to learners","Occupational Qualification","Level 2","Construction, Planning and the Built Environment","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 2 NVQ Diploma in Cladding Occupations (Construction)","603/3178/1","Available to learners","Occupational Qualification","Level 2","Construction, Planning and the Built Environment","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 2 NVQ Diploma in Stonemasonry","603/3179/3","Available to learners","Occupational Qualification","Level 2","Construction, Planning and the Built Environment","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 4 Diploma in Jewellery Design and Manufacturing","603/3190/2","Available to learners","Occupational Qualification","Level 4","Engineering and Manufacturing Technologies","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 2 NVQ Diploma in Specialist Installations Occupations (Construction)","603/3264/5","Available to learners","Occupational Qualification","Level 2","Construction, Planning and the Built Environment","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 2 Certificate in Jewellery Manufacturing","603/3310/8","Available to learners","Occupational Qualification","Level 2","Engineering and Manufacturing Technologies","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 4 End Point Assessment for Conveyancing Technician","603/3689/4","Available to learners","All other qualifications","Level 4","Business, Administration and Law","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 6 End Point Assessment for Licensed Conveyancer","603/3886/6","Available to learners","All other qualifications","Level 6","Business, Administration and Law","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 2 Certificate in Introduction to the Role of the Professional Taxi Driver and Private Hire Driver","603/3979/2","Available to learners","Occupational Qualification","Level 2","Engineering and Manufacturing Technologies","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 5 Diploma in Jewellery Design and Manufacturing","603/4592/5","Available to learners","Occupational Qualification","Level 5","Engineering and Manufacturing Technologies","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 2 Award in Maritime Studies","603/4822/7","Available to learners","Occupational Qualification","Level 2","Engineering and Manufacturing Technologies","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 2 Certificate in Maritime Studies","603/4892/6","Available to learners","Occupational Qualification","Level 2","Engineering and Manufacturing Technologies","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 2 Diploma in Maritime Studies","603/4893/8","Available to learners","Occupational Qualification","Level 2","Engineering and Manufacturing Technologies","No",0
"Scottish Qualifications Authority trading as SQA","SQA Level 3 Diploma in Maritime Studies","603/4946/3","Available to learners","Occupational Qualification","Level 3","Engineering and Manufacturing Technologies","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Award in Enterprise Mentoring","600/2818/X","Available to learners","Vocationally-Related Qualification","Level 3","Business, Administration and Law","No",5
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Diploma in Enterprising Skills in a Business Environment","600/4554/1","No longer awarded","Occupational Qualification","Level 3","Business, Administration and Law","No",5
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 1 Certificate In Enterprising Skills and Employability","600/5427/X","Available to learners","Other Life Skills Qualification","Level 1","Preparation for Life and Work","No",15
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 1 Award In Enterprising Skills and Employability","600/5462/1","Available to learners","Other Life Skills Qualification","Level 1","Preparation for Life and Work","No",20
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Certificate In Creating and Starting Your Business","600/5487/6","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",255
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Award In Aspects of Preparing to Set Up a New Business","600/5491/8","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",20
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Diploma In Managing the Supply Chain (QCF)","600/5605/8","No longer awarded","QCF","Level 5","Retail and Commercial Enterprise","No",15
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Certificate In Managing the Supply Chain (QCF)","600/5609/5","No longer awarded","QCF","Level 3","Retail and Commercial Enterprise","No",5
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Certificate In Managing the Supply Chain (QCF)","600/5621/6","No longer awarded","QCF","Level 5","Retail and Commercial Enterprise","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Award In Aspects of Enterprise","600/6210/1","Available to learners","Other Vocational Qualification","Level 2","Business, Administration and Law","No",15
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Certificate In Assessing Vocational Achievement","600/7122/9","No longer available to new learners","Occupational Qualification","Level 3","Education and Training","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Award In Assessing Vocationally Related Achievement","600/7123/0","No longer available to new learners","Occupational Qualification","Level 3","Education and Training","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Certificate In Purchasing in the Supply Chain","600/7806/6","No longer awarded","QCF","Level 3","Retail and Commercial Enterprise","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Certificate In Purchasing in the Supply Chain (QCF)","600/7808/X","No longer awarded","QCF","Level 2","Retail and Commercial Enterprise","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 6 Diploma In Managing the Supply Chain","600/7829/7","No longer awarded","QCF","Level 6","Retail and Commercial Enterprise","No",5
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 1 Certificate In Introduction to the Supply Chain","600/7943/5","Available to learners","Vocationally-Related Qualification","Level 1","Retail and Commercial Enterprise","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 1 Certificate In Self Marketing and Personal Enterprise","600/8392/X","Available to learners","Other Life Skills Qualification","Level 1","Preparation for Life and Work","No",120
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 7 Award In Business Improvement and Contract Management","600/8394/3","No longer awarded","Occupational Qualification","Level 7","Business, Administration and Law","No",5
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Certificate In Manufacturing Planning and Control","600/8690/7","No longer awarded","QCF","Level 2","Retail and Commercial Enterprise","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Certificate In Warehousing and Inventory","600/8692/0","No longer awarded","QCF","Level 2","Retail and Commercial Enterprise","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Certificate In Manufacturing and Production","600/8693/2","No longer awarded","QCF","Level 3","Retail and Commercial Enterprise","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Certificate In Warehouse Operations","600/8696/8","No longer awarded","QCF","Level 3","Retail and Commercial Enterprise","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Diploma In Manufacturing and Production","600/8697/X","No longer awarded","QCF","Level 3","Retail and Commercial Enterprise","No",5
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Diploma In Ports and Shipping","600/8698/1","No longer awarded","QCF","Level 3","Retail and Commercial Enterprise","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Certificate In Production Management","600/8700/6","No longer awarded","QCF","Level 5","Retail and Commercial Enterprise","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Certificate In Warehouse Operations","600/8701/8","No longer awarded","QCF","Level 5","Retail and Commercial Enterprise","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Diploma In Production Management","600/8703/1","No longer awarded","QCF","Level 5","Retail and Commercial Enterprise","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Diploma In Warehouse Operations","600/8704/3","No longer awarded","QCF","Level 5","Retail and Commercial Enterprise","No",5
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 4 Certificate In the Provision of Skills Development Advice to a Business","600/8772/9","No longer awarded","Occupational Qualification","Level 4","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Diploma In Managing the Supply Chain (QCF)","600/9046/7","No longer awarded","QCF","Level 3","Retail and Commercial Enterprise","No",15
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Award in the Promotion of Products and Services Through Social Media","600/9332/8","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",65
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 1 Award In Social Media for Business Use","600/9351/1","Available to learners","Vocationally-Related Qualification","Level 1","Preparation for Life and Work","No",955
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 1 Award In Undertaking an Individual Role Within the Planning, Delivery and Review of a Social Enterprise Activity","601/0004/7","Available to learners","Vocationally-Related Qualification","Level 1","Business, Administration and Law","No",15
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Certificate In Preparing and Delivering a Sustainable Social Enterprise Activity","601/0432/6","No longer awarded","Other Vocational Qualification","Level 2","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Award In Preparing and Delivering a Social Enterprise Activity","601/0433/8","No longer awarded","Other Vocational Qualification","Level 2","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Diploma In Logistics and Transport","601/3205/X","No longer awarded","QCF","Level 5","Retail and Commercial Enterprise","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Diploma In Logistics and Transport (QCF)","601/3208/5","No longer awarded","QCF","Level 3","Retail and Commercial Enterprise","No",5
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Certificate In Logistics and Transport (QCF)","601/3209/7","No longer awarded","QCF","Level 3","Retail and Commercial Enterprise","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Certificate In Logistics and Transport","601/3229/2","No longer awarded","QCF","Level 2","Retail and Commercial Enterprise","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 4 Certificate In Managing Logistics Operations","601/3303/X","No longer awarded","QCF","Level 4","Retail and Commercial Enterprise","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Diploma In Enterprise and Entrepreneurship","601/3394/6","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",30
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Certificate In Preparing to Set Up In A New Business","601/4036/7","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",425
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 1 Award in Understanding Enterprise","601/4051/3","Available to learners","Vocationally-Related Qualification","Level 1","Business, Administration and Law","No",3985
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 7 Certificate in Professional Business and Enterprise Support Services","601/5159/6","Available to learners","Occupational Qualification","Level 7","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Certificate in Professional Business and Enterprise Support Services","601/5160/2","Available to learners","Occupational Qualification","Level 5","Business, Administration and Law","No",15
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Certificate In Professional Business and Enterprise Coaching Services","601/5492/5","Available to learners","Occupational Qualification","Level 5","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Certificate In Professional Enterprise Consultancy Services","601/5493/7","Available to learners","Occupational Qualification","Level 5","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Certificate In Professional Enterprise Mentoring Services","601/5494/9","Available to learners","Occupational Qualification","Level 5","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 7 Diploma In Professional Business and Enterprise Support Services","601/5496/2","Available to learners","Occupational Qualification","Level 7","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 7 Certificate In Professional Business and Enterprise Coaching Services","601/5497/4","Available to learners","Occupational Qualification","Level 7","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 7 Certificate In Professional Enterprise Consultancy Services","601/5498/6","Available to learners","Occupational Qualification","Level 7","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 7 Certificate In Professional Enterprise Mentoring Services","601/5499/8","Available to learners","Occupational Qualification","Level 7","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Certificate in Delivery of Business Support Services","601/5966/2","Available to learners","Occupational Qualification","Level 5","Business, Administration and Law","No",10
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 7 Certificate in Delivery of Business Support Services","601/5967/4","Available to learners","Occupational Qualification","Level 7","Business, Administration and Law","No",5
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Certificate in Tender Readiness for VCSE Organisations","601/6098/6","No longer awarded","Occupational Qualification","Level 3","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 6 Award In Creating and Starting a Business","601/6307/0","Available to learners","Vocationally-Related Qualification","Level 6","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Certificate in Professional Business Information Services","601/8292/1","Available to learners","Occupational Qualification","Level 5","Business, Administration and Law","No",5
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Diploma In Personal Performance Coaching","601/8691/4","Available to learners","Occupational Qualification","Level 5","Business, Administration and Law","No",5
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Award In Introduction to Supply Chain and Operations","601/8783/9","Available to learners","Vocationally-Related Qualification","Level 2","Retail and Commercial Enterprise","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Certificate In Introduction to Supply Chain and Operations","601/8784/0","Available to learners","Vocationally-Related Qualification","Level 2","Retail and Commercial Enterprise","No",5
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Diploma In Introduction to Supply Chain and Operations","601/8785/2","Available to learners","Vocationally-Related Qualification","Level 2","Retail and Commercial Enterprise","No",5
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Award In Supply Chain and Operations","601/8786/4","Available to learners","Occupational Qualification","Level 3","Retail and Commercial Enterprise","No",25
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Certificate In Supply Chain and Operations","601/8787/6","Available to learners","Occupational Qualification","Level 3","Retail and Commercial Enterprise","No",15
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Diploma In Supply Chain and Operations","601/8788/8","Available to learners","Occupational Qualification","Level 3","Retail and Commercial Enterprise","No",35
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Award In Supply Chain and Operations Management","601/8789/X","Available to learners","Occupational Qualification","Level 5","Business, Administration and Law","No",15
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Certificate In Supply Chain and Operations Management","601/8795/5","Available to learners","Occupational Qualification","Level 5","Business, Administration and Law","No",5
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Diploma In Supply Chain and Operations Management","601/8796/7","Available to learners","Occupational Qualification","Level 5","Business, Administration and Law","No",20
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 6 Award In Supply Chain and Operations Strategy","601/8797/9","Available to learners","Occupational Qualification","Level 6","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 6 Certificate In Supply Chain and Operations Strategy","601/8798/0","Available to learners","Occupational Qualification","Level 6","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 6 Diploma In Supply Chain and Operations Strategy","601/8799/2","Available to learners","Occupational Qualification","Level 6","Business, Administration and Law","No",5
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Certificate In Applied Entrepreneurship","601/8956/3","Available to learners","Vocationally-Related Qualification","Level 3","Business, Administration and Law","No",10
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 6 Award in Advancing Business Ideas and Entrepreneurship","603/0604/X","Available to learners","Vocationally-Related Qualification","Level 6","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Certificate in Participating in the Assessment of Organisational Standards","603/0605/1","Available to learners","Occupational Qualification","Level 5","Business, Administration and Law","No",5
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 1 Certificate in Passport to Enterprise and Employment","603/0632/4","Available to learners","Other Life Skills Qualification","Level 1","Preparation for Life and Work","No",10
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 1 Award in Passport to Enterprise and Employment","603/0633/6","Available to learners","Other Life Skills Qualification","Level 1","Preparation for Life and Work","No",365
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Award in Business Innovation, Sustainability and Growth","603/1061/3","Available to learners","Occupational Qualification","Level 3","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 1 Certificate in Gateway to Independent and Remote Working","603/1083/2","Available to learners","Vocationally-Related Qualification","Level 1","Business, Administration and Law","No",155
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 7 Award In Supply Chain and Operations Strategy","603/2111/8","Available to learners","Occupational Qualification","Level 7","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 7 Certificate In Supply Chain and Operations Strategy","603/2112/X","Available to learners","Occupational Qualification","Level 7","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 7 Diploma In Supply Chain and Operations Strategy","603/2113/1","Available to learners","Occupational Qualification","Level 7","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 7 Extended Diploma in Supply Chain and Operations Strategy","603/2115/5","Available to learners","Occupational Qualification","Level 7","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 6 Extended Diploma In Supply Chain and Operations Strategy","603/2116/7","Available to learners","Occupational Qualification","Level 6","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Extended Diploma In Supply Chain and Operations Management","603/2117/9","Available to learners","Occupational Qualification","Level 5","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Award in Passport to Enterprise and Employment","603/2599/9","Available to learners","Other Life Skills Qualification","Level 2","Preparation for Life and Work","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Certificate in Passport to Enterprise and Employment","603/2600/1","Available to learners","Other Life Skills Qualification","Level 2","Preparation for Life and Work","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Diploma in Passport to Enterprise and Employment","603/2601/3","Available to learners","Other Life Skills Qualification","Level 2","Preparation for Life and Work","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 1 Diploma in Passport to Enterprise and Employment","603/2602/5","Available to learners","Other Life Skills Qualification","Level 1","Preparation for Life and Work","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 1 Extended Award in Passport to Enterprise and Employment","603/2604/9","Available to learners","Other Life Skills Qualification","Level 1","Preparation for Life and Work","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 1 Extended Certificate in Passport to Enterprise and Employment","603/2605/0","Available to learners","Other Life Skills Qualification","Level 1","Preparation for Life and Work","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 5 Certificate in Coaching Services","603/2804/6","Available to learners","Occupational Qualification","Level 5","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Award in Self Employment","603/3463/0","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Certificate in Self Employment","603/3468/X","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Diploma in Self Employment","603/3472/1","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Certificate in Business Innovation, Sustainability and Growth","603/3522/1","Available to learners","Occupational Qualification","Level 3","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Certificate in Coaching","603/3683/3","Available to learners","Occupational Qualification","Level 3","Business, Administration and Law","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 3 Certificate in Life Coaching","603/3848/9","Available to learners","Vocationally-Related Qualification","Level 3","Education and Training","No",0
"SFEDI Enterprises Ltd. T/A SFEDI Awards","SFEDI Awards Level 2 Certificate in Gateway to Independent and Remote Working","603/4323/0","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",0
"SFJ Awards","SFJ Awards Level 3 Diploma in Policing (QCF)","600/5980/1","No longer awarded","QCF","Level 3","Health, Public Services and Care","No",290
"SFJ Awards","SFJ Awards Level 6 Award In Advanced Incident Command in Fire and Rescue Services","600/6368/3","No longer awarded","QCF","Level 6","Health, Public Services and Care","No",10
"SFJ Awards","SFJ Awards Level 3 Award In Initial Incident Command in Fire and Rescue Services","600/6447/X","No longer awarded","QCF","Level 3","Health, Public Services and Care","No",45
"SFJ Awards","SFJ Awards Level 4 Award In Intermediate Incident Command in Fire and Rescue Services","600/6448/1","No longer awarded","QCF","Level 4","Health, Public Services and Care","No",35
"SFJ Awards","SFJ Awards Level 7 Award In Strategic Incident Command in Fire and Rescue Services","600/6449/3","No longer awarded","QCF","Level 7","Health, Public Services and Care","No",5
"SFJ Awards","SFJ Awards Level 3 NVQ Diploma in Emergency Fire Services Operations in the Community","600/6450/X","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",5
"SFJ Awards","SFJ Awards Level 3 Award In Assessing Competence in the Work Environment","600/6542/4","Available to learners","Other Vocational Qualification","Level 3","Education and Training","No",215
"SFJ Awards","SFJ Awards Level 3 Certificate In Knowledge of Policing","600/6610/6","No longer awarded","QCF","Level 3","Health, Public Services and Care","No",1090
"SFJ Awards","SFJ Awards Level 3 Award In Using Breathing Apparatus in Fire and Rescue Responses","600/6951/X","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",85
"SFJ Awards","SFJ Awards Level 3 Award In Using Positive Pressure Ventilation During a Fire and Rescue Response","600/6985/5","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 3 Award In Supporting Survivors of Domestic Violence","600/7129/1","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",10
"SFJ Awards","SFJ Awards Level 3 Award In Breathing Apparatus Instruction","600/7254/4","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",320
"SFJ Awards","SFJ Awards Level 3 Certificate In Assessing Vocational Achievement","600/7261/1","Available to learners","Other Vocational Qualification","Level 3","Education and Training","No",140
"SFJ Awards","SFJ Awards Level 3 Award In Understanding the Principles and Practices of Assessment","600/7643/4","Available to learners","Vocationally-Related Qualification","Level 3","Education and Training","No",5
"SFJ Awards","SFJ Awards Level 3 Award In Assessing Vocationally Related Achievement","600/7644/6","Available to learners","Other Vocational Qualification","Level 3","Education and Training","No",20
"SFJ Awards","SFJ Awards Level 2 Certificate In Probation Case Administration","600/7758/X","No longer awarded","Occupational Qualification","Level 2","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 4 Certificate In Operational Management","600/8191/0","No longer awarded","Occupational Qualification","Level 4","Health, Public Services and Care","No",20
"SFJ Awards","SFJ Awards Level 3 Certificate In Operational Management","600/8217/3","No longer awarded","Occupational Qualification","Level 3","Health, Public Services and Care","No",105
"SFJ Awards","SFJ Awards Level 4 Award In Understanding the Internal Quality Assurance of Assessment Processes and Practice","600/8382/7","Available to learners","Vocationally-Related Qualification","Level 4","Education and Training","No",0
"SFJ Awards","SFJ Awards Level 4 Award In Internal Quality Assurance of Assessment Processes and Practice","600/8383/9","Available to learners","Other Vocational Qualification","Level 4","Education and Training","No",45
